Term	Overlap	P.value	Adjusted.P.value	Gene_count	Gene_ratio	Genes
maintenance of blood-brain barrier (GO:0035633)	8/30	9.66851993867921e-05	0.00423266317315512	8	0.266666666666667	CDH5;CLDN5;IL6;SLC1A1;PECAM1;ESAM;JAM2;MFSD2A
positive regulation of interleukin-1 beta production (GO:0032731)	11/56	0.000105283510511348	0.00453477215251932	11	0.196428571428571	EGR1;IL6;TYROBP;TLR8;LPL;MNDA;CD36;NLRC4;TLR4;AGER;LILRA5
blood vessel endothelial cell migration (GO:0043534)	7/23	0.00010614384902964	0.00453477215251932	7	0.304347826086957	CDH5;NR4A1;SOX18;ID1;EMP2;ADTRP;SLIT2
embryonic organ development (GO:0048568)	12/66	0.0001134542531712	0.00478939025886992	12	0.181818181818182	RBP4;NDRG4;PKDCC;SOX17;SOX18;TAL1;TBX4;NES;FGFR2;MFSD2A;TGFBR2;TBX2
regulation of protein tyrosine kinase activity (GO:0061097)	9/39	0.000121191247078917	0.00501746596899091	9	0.230769230769231	ACE;HYAL2;CAV1;PDGFB;SH3BP5;CASS4;NEDD9;GAS6;LILRA5
regulation of immune response (GO:0050776)	22/179	0.000123920808647576	0.00501746596899091	22	0.122905027932961	COLEC12;PLA2G1B;SFTPD;ICAM2;PILRA;ITGAL;TREM1;HLA-E;OSCAR;SPN;FGR;FCGR3A;TYROBP;JAML;HLA-DRA;FCER1A;CD300C;CD300LF;CD300LG;CD34;HCST;HLA-DRB1
renal system development (GO:0072001)	11/57	0.000124506616832783	0.00501746596899091	11	0.192982456140351	RBP4;ACE;SOX17;MME;FOXF1;WFS1;HYAL2;AGTR1;ITGA8;PCSK9;TCF21
regulation of macrophage derived foam cell differentiation (GO:0010743)	8/31	0.000124516921960293	0.00501746596899091	8	0.258064516129032	MSR1;AGTR1;LPL;PLA2G3;PPARG;CD36;ALOX15B;ABCG1
external encapsulating structure organization (GO:0045229)	25/217	0.000126962119771804	0.00505851322146986	25	0.115207373271889	LAMC3;LAMA3;ICAM2;PDGFB;NDNF;ITGAL;FBLN5;TGM1;ADAMTSL4;ADAMTS1;ADAMTSL3;SPOCK2;MMP28;SLC39A8;ADAMTS8;JAM2;VWF;NPNT;DCN;COL4A4;COL4A3;ITGA8;PECAM1;MMP19;MATN3
positive regulation of endothelial cell proliferation (GO:0001938)	13/77	0.0001312086470264	0.00516962069284016	13	0.168831168831169	SEMA5A;CCL24;EGFL7;TNFSF12;PDGFB;VEGFD;GATA2;APLN;NR4A1;BMP2;AGTR1;TEK;JCAD
vasculature development (GO:0001944)	6/17	0.000133442772556921	0.00518450585961915	6	0.352941176470588	ACVRL1;CDH5;FOXF1;SOX18;NOTCH4;TCF21
regulated exocytosis (GO:0045055)	22/180	0.000134510586318376	0.00518450585961915	22	0.122222222222222	CFD;SERPINA1;VWF;PROS1;PDGFB;CTSW;VEGFD;PPBP;CLU;SELP;F8;CLEC3B;RAB11FIP1;MMRN1;SELENOP;PECAM1;SERPING1;TIMP3;CD36;A2M;GAS6;VAMP2
positive regulation of ossification (GO:0045778)	9/40	0.000149349846627738	0.00563398463980808	9	0.225	KL;BMP2;PKDCC;ALOX5;ZBTB16;PTN;CCN1;GPM6B;BMP6
regulation of sodium ion transmembrane transporter activity (GO:2000649)	9/40	0.000149349846627738	0.00563398463980808	9	0.225	FXYD3;PRKCE;FXYD1;NEDD4L;PCSK9;FXYD6;GPD1L;UTRN;SCN4B
positive regulation of inflammatory response (GO:0050729)	14/89	0.000160529008696734	0.00598532132770378	14	0.157303370786517	PTGER4;CEBPA;IL33;LPL;PLA2G3;CX3CL1;LILRA5;IL6;HYAL2;AGTR1;S100A12;NUPR1;TLR4;S100A8
extracellular matrix organization (GO:0030198)	31/300	0.000162039156079967	0.00598532132770378	31	0.103333333333333	LAMC3;LAMA3;ICAM2;PDGFB;DPT;NDNF;ITGAL;FBLN5;SCUBE1;ADAMTSL4;ADAMTS1;ADAMTSL3;SPOCK2;MMP28;SLC39A8;A2M;TPSAB1;ADAMTS8;GPM6B;JAM2;VWF;P3H2;NPNT;DCN;COL4A4;COL4A3;ITGA8;PECAM1;MMP19;GAS6;MATN3
cell chemotaxis (GO:0060326)	12/69	0.00017646182500992	0.00645086218025956	12	0.173913043478261	SEMA5A;CX3CR1;NR4A1;DOCK4;CCRL2;CXCR2;AGTR1;PDGFB;ACKR4;PRKCQ;CX3CL1;HBEGF
endothelial cell proliferation (GO:0001935)	6/18	0.000191537206094603	0.00686051447284307	6	0.333333333333333	ACVRL1;SEMA5A;ANGPT4;BMPER;TEK;CD34
positive regulation of macrophage derived foam cell differentiation (GO:0010744)	6/18	0.000191537206094603	0.00686051447284307	6	0.333333333333333	MSR1;AGTR1;LPL;PLA2G3;CD36;ALOX15B
positive regulation of multicellular organismal process (GO:0051240)	34/345	0.000199303579268744	0.00706451860614084	34	0.0985507246376812	PTGER4;EPAS1;NPR1;PDGFB;PLA2G3;ADRB1;PTN;ADRB2;PLAC8;HCAR2;ACADL;GLIPR2;PDPN;ZBED2;FFAR4;LEPR;CD36;IL33;CADM1;SLC11A1;CAV1;ZBTB16;TRPV2;TGFBR2;FGR;BMP2;IL6;FABP4;RGCC;FABP5;SCD;GAS6;FERMT2;FOXA2
negative regulation of vascular permeability (GO:0043116)	5/12	0.00020212071875786	0.00706451860614084	5	0.416666666666667	CLDN5;RAMP2;ANGPT1;SLIT2;FERMT2
kidney development (GO:0001822)	12/70	0.000203209503053121	0.00706451860614084	12	0.171428571428571	KANK2;ACE;SOX17;MME;WFS1;HYAL2;ZBTB16;AGTR1;ITGA8;PCSK9;TCF21;CTSH
chemical homeostasis within a tissue (GO:0048875)	4/7	0.000209524533215823	0.00707594280746007	4	0.571428571428571	NAPSA;ABCA3;SFTPD;CTSH
positive regulation of lipopolysaccharide-mediated signaling pathway (GO:0031666)	4/7	0.000209524533215823	0.00707594280746007	4	0.571428571428571	LY86;SCIMP;BMP6;SASH1
surfactant homeostasis (GO:0043129)	4/7	0.000209524533215823	0.00707594280746007	4	0.571428571428571	NAPSA;ABCA3;SFTPD;CTSH
negative regulation of blood vessel endothelial cell migration (GO:0043537)	8/34	0.000250052241302501	0.00836495516659122	8	0.235294117647059	ACVRL1;ANGPT4;STARD13;RGCC;MMRN2;PPARG;AGTR2;KLF4
negative regulation of epithelial cell proliferation (GO:0050680)	12/72	0.000267178667260046	0.00849687663882657	12	0.166666666666667	TGFBR3;CDKN2B;RGCC;KRT4;CAV2;ALOX5;CAV1;ATOH8;KLF9;PTPRM;NUPR1;FGFR2
ethanol metabolic process (GO:0006067)	6/19	0.000267885884548607	0.00849687663882657	6	0.31578947368421	SULT1A1;ALDH2;ADH1B;ALDH1A1;SULT1A2;SULT1C4
heart trabecula morphogenesis (GO:0061384)	6/19	0.000267885884548607	0.00849687663882657	6	0.31578947368421	TGFBR3;RBP4;S1PR1;TEK;BMP5;ENG
leukocyte adhesion to vascular endothelial cell (GO:0061756)	6/19	0.000267885884548607	0.00849687663882657	6	0.31578947368421	CX3CR1;SELP;SPN;SELPLG;SLC39A8;JAM2
ureteric bud development (GO:0001657)	6/19	0.000267885884548607	0.00849687663882657	6	0.31578947368421	BMP2;GPC3;TCF21;SLIT2;NPNT;FGFR2
heart looping (GO:0001947)	9/43	0.000268372866200952	0.00849687663882657	9	0.209302325581395	NDRG4;SOX17;SOX18;IHH;FOLR1;TBX3;TBX2;TGFBR2;ENG
positive regulation of interleukin-1 production (GO:0032732)	11/62	0.00027162946031601	0.0085238766927484	11	0.17741935483871	EGR1;IL6;TYROBP;TLR8;LPL;MNDA;CD36;NLRC4;TLR4;AGER;LILRA5
regulation of osteoblast differentiation (GO:0045667)	13/83	0.000284644196687105	0.00885393264431995	13	0.156626506024096	GDF10;CRIM1;LIMD1;NPNT;SMAD6;BMP6;BMP2;IL6;FFAR4;PPARG;CCN1;FERMT2;FGFR2
extracellular structure organization (GO:0043062)	24/216	0.000297064158705134	0.00915990875450788	24	0.111111111111111	VWF;LAMC3;LAMA3;ICAM2;PDGFB;NDNF;NPNT;ITGAL;FBLN5;DCN;ADAMTSL4;ADAMTS1;ADAMTSL3;COL4A4;SPOCK2;MMP28;COL4A3;ITGA8;PECAM1;MMP19;SLC39A8;ADAMTS8;MATN3;JAM2
bicarbonate transport (GO:0015701)	8/35	0.000309758804720005	0.00938807454305245	8	0.228571428571429	CA3;CA2;CA4;HBB;SLC39A8;HBA1;CFTR;AQP1
blood vessel diameter maintenance (GO:0097746)	8/35	0.000309758804720005	0.00938807454305245	8	0.228571428571429	EDN1;EDNRB;ACE;NPR1;GPER1;AGTR1;AGTR2;KLF2
branching morphogenesis of an epithelial tube (GO:0048754)	9/44	0.00032225898289953	0.00968415553696385	9	0.204545454545455	BMP2;NOTCH4;TIE1;TCF21;SLIT2;NPNT;RASIP1;TGFBR2;ENG
regulation of focal adhesion assembly (GO:0051893)	10/54	0.000356870272714881	0.0106341343449325	10	0.185185185185185	ACVRL1;MYOC;LIMCH1;PEAK1;DLC1;FAM107A;TEK;ARHGAP6;GPM6B;FERMT2
fatty acid transport (GO:0015908)	6/20	0.000366233460226187	0.0108221987496838	6	0.3	FABP4;FABP5;PPARG;CD36;SLC27A3;MFSD2A
positive regulation of bone mineralization (GO:0030501)	8/36	0.000380601571776084	0.011052338340013	8	0.222222222222222	KL;BMP2;PKDCC;ALOX5;PTN;CCN1;GPM6B;BMP6
regulation of pri-miRNA transcription by RNA polymerase II (GO:1902893)	9/45	0.0003847766628408	0.011052338340013	9	0.2	EGR1;SPI1;ATOH8;PDGFB;PPARG;FOS;GATA2;KLF4;APLN
amine metabolic process (GO:0009308)	4/8	0.000402073222183215	0.011052338340013	4	0.5	AOC3;SULT1A1;INMT;SULT1A2
cellular response to UV-B (GO:0071493)	4/8	0.000402073222183215	0.011052338340013	4	0.5	MFAP4;MME;HYAL1;HYAL2
elastic fiber assembly (GO:0048251)	4/8	0.000402073222183215	0.011052338340013	4	0.5	MFAP4;TNXB;MYH11;FBLN5
lymphatic endothelial cell differentiation (GO:0060836)	4/8	0.000402073222183215	0.011052338340013	4	0.5	ACVRL1;SOX18;TIE1;PDPN
negative regulation of long-term synaptic potentiation (GO:1900272)	4/8	0.000402073222183215	0.011052338340013	4	0.5	TYROBP;FAM107A;PTN;AGER
positive regulation of vascular associated smooth muscle cell migration (GO:1904754)	4/8	0.000402073222183215	0.011052338340013	4	0.5	DOCK4;NR4A3;ADAMTS1;PDGFB
venous blood vessel development (GO:0060841)	4/8	0.000402073222183215	0.011052338340013	4	0.5	ACVRL1;CCBE1;FOXF1;ENG
regulation of sodium ion transmembrane transport (GO:1902305)	7/28	0.000409742051466532	0.0111765024192332	7	0.25	FXYD3;FXYD1;NEDD4L;FXYD6;GPD1L;UTRN;SCN4B
cellular response to interferon-gamma (GO:0071346)	16/121	0.000441945150313935	0.0119628817023909	16	0.132231404958678	CCL24;HLA-DRB5;CCL23;DAPK1;AQP4;CX3CL1;HLA-E;OASL;HCK;HLA-DPB1;HLA-DRA;TLR4;HLA-DRB1;GBP4;HLA-DPA1;HLA-DQB1
cellular response to hormone stimulus (GO:0032870)	12/76	0.000447328262130106	0.0120168637690406	12	0.157894736842105	SOCS2;RAMP2;RAMP3;NR4A3;GPER1;CAV1;LMO2;KLF9;CTSH;SLIT3;ADTRP;SLIT2
negative regulation of endothelial cell proliferation (GO:0001937)	8/37	0.000464077689765215	0.0123169133885986	8	0.216216216216216	RGCC;CAV2;ALOX5;CAV1;ATOH8;COL4A3;PTPRM;PPARG
secondary palate development (GO:0062009)	5/14	0.000468918022408574	0.0123169133885986	5	0.357142857142857	TGFBR3;WNT3A;WNT7A;LRRC32;TGFBR2
vasodilation (GO:0042311)	5/14	0.000468918022408574	0.0123169133885986	5	0.357142857142857	GPER1;ADRB1;ADRB2;AGTR2;KLF2
epithelium development (GO:0060429)	16/122	0.000485021640434055	0.0126462260071997	16	0.131147540983607	KANK2;NDRG4;KRT4;IHH;GATA6;TCF21;TBX2;BMP2;DMBT1;SOX17;SOX18;PPARG;CD34;FGFR2;MFSD2A;CES1
organic anion transport (GO:0015711)	14/99	0.000498018286444193	0.0128903127279643	14	0.141414141414141	SLC22A3;AQP9;HBB;HBA1;AQP1;CA3;CA2;SLCO2B1;SLCO2A1;CA4;SLCO4C1;SLC39A8;CFTR;ABCG2
cellular response to organic substance (GO:0071310)	16/123	0.000531651259774864	0.0136611258489976	16	0.130081300813008	ACVRL1;CSF3;RAMP2;PID1;RAMP3;MME;LRRK2;SLC1A1;PDGFB;KLF4;PTPN13;TGFBR2;SOCS2;CLEC3B;SLIT3;SLIT2
determination of heart left/right asymmetry (GO:0061371)	9/47	0.000539886528214653	0.0136745544932083	9	0.191489361702128	NDRG4;SOX17;SOX18;IHH;FOLR1;TBX3;TBX2;TGFBR2;ENG
embryonic heart tube morphogenesis (GO:0003143)	9/47	0.000539886528214653	0.0136745544932083	9	0.191489361702128	NDRG4;SOX17;SOX18;IHH;FOLR1;TBX3;TBX2;TGFBR2;ENG
cellular response to cytokine stimulus (GO:0071345)	42/482	0.000544504103822337	0.0136936989514469	42	0.0871369294605809	CEBPA;CSF3;PID1;CSF3R;SELPLG;MAOA;ALOX15;FPR1;IL20RA;AQP4;CXCL2;CX3CL1;SOCS2;DUOX1;ZFP36;HYAL1;ALOX5;HYAL2;GPER1;LEPR;ANKRD1;S1PR1;CD36;GBP4;HLA-DPA1;CCL24;EGR1;CCL23;MME;DAPK1;DUSP1;LIFR;FOS;PTPN13;NPNT;DCSTAMP;HCK;IL6;IL3RA;MNDA;GAS6;TLR4
cell-matrix adhesion (GO:0007160)	14/100	0.000552383274387319	0.0137940217674467	14	0.14	EMP2;SORBS1;NPNT;ITGAL;THSD1;LYVE1;FBLN5;SGCE;PEAK1;DLC1;ITGA8;SIGLEC1;CD34;FERMT2
negative regulation of endothelial cell migration (GO:0010596)	8/38	0.000561802253261331	0.0139311244060467	8	0.210526315789474	ACVRL1;ANGPT4;RGCC;PTPRM;PPARG;SLIT2;AGTR2;DCN
negative regulation of inflammatory response to antigenic stimulus (GO:0002862)	17/136	0.000576591725807412	0.0141985712480075	17	0.125	PTGER4;VIPR1;RAMP2;CALCRL;RAMP3;ADCY4;SCTR;ADRB1;ADRB2;PTH1R;RXFP1;FGR;HCK;IL6;FCGR3A;ADCY9;HLA-DRB1
regulation of tumor necrosis factor production (GO:0032680)	16/124	0.000582069485992896	0.0142346096367642	16	0.129032258064516	CX3CR1;IL33;LPL;CLU;AGER;CX3CL1;VSIR;HLA-E;LILRA5;SPN;ZFP36;IL6;TYROBP;GAS6;CD34;TLR4
regulation of inflammatory response to antigenic stimulus (GO:0002861)	17/137	0.000627626354675128	0.0152084884837848	17	0.124087591240876	PTGER4;VIPR1;RAMP2;CALCRL;RAMP3;ADCY4;SCTR;ADRB1;ADRB2;PTH1R;RXFP1;FGR;HCK;IL6;FCGR3A;ADCY9;HLA-DRB1
positive regulation of transcription by RNA polymerase II (GO:0045944)	69/908	0.00063181537703542	0.0152084884837848	69	0.0759911894273128	ACVRL1;CSRNP1;CSF3;CALCOCO1;PID1;SPI1;CITED2;TCF21;ARRB1;FHL5;LDB2;CX3CL1;SOX17;SOX18;HYAL2;GPER1;CCN1;HOXA5;EDN1;SLC11A1;LMO2;LMO7;FOS;KLF15;DCN;TOX2;TAL1;PPARG;ERG;TLR4;ATF3;ENG;CEBPA;NFIX;HLF;EPAS1;PLA2G1B;NOTCH4;GATA6;PDGFB;GATA2;PLAC8;ATOH8;APBB1;RXRG;EGR1;IL33;EGR2;CDKN2B;JUND;FOXF1;WNT3A;WNT7A;SMAD9;KLF4;TBX3;BMP6;KLF2;APLN;BMP5;NR4A1;BMP2;IL6;KLF6;RGCC;NR4A3;MAFF;FGFR2;FOXA2
regulation of interleukin-10 production (GO:0032653)	9/48	0.000634759248618206	0.0152084884837848	9	0.1875	IL6;TYROBP;AGER;PRKCZ;CD34;TLR4;VSIR;HLA-DRB1;LILRA5
respiratory tube development (GO:0030323)	7/30	0.000644275505501496	0.0152654230423394	7	0.233333333333333	CEBPA;RBP4;FOXF1;ABCA3;PDPN;TCF21;FGFR2
regulation of platelet activation (GO:0010543)	6/22	0.000645745475564271	0.0152654230423394	6	0.272727272727273	SELP;THBD;FCER1G;PDGFB;PRKCQ;TLR4
lipoxygenase pathway (GO:0019372)	5/15	0.000673905961462804	0.0157589092368198	5	0.333333333333333	HPGD;ALOX5;ALOX15;ALOX5AP;ALOX15B
regulation of ion transmembrane transporter activity (GO:0032412)	8/39	0.000675508799773439	0.0157589092368198	8	0.205128205128205	FXYD3;FHL1;FXYD1;NEDD4L;FXYD6;GPD1L;UTRN;SCN4B
negative regulation of protein activation cascade (GO:2000258)	4/9	0.000694464753944084	0.0158875614031337	4	0.444444444444444	F8;F10;SERPING1;A2M
regulation of endothelial cell differentiation (GO:0045601)	4/9	0.000694464753944084	0.0158875614031337	4	0.444444444444444	TMEM100;NOTCH4;ATOH8;APOLD1
unsaturated fatty acid biosynthetic process (GO:0006636)	4/9	0.000694464753944084	0.0158875614031337	4	0.444444444444444	SCD;ALOX15;SCD5;ALOX15B
cellular defense response (GO:0006968)	9/49	0.000742826382055746	0.0168850150690364	9	0.183673469387755	SPN;CX3CR1;TYROBP;NCF2;C5AR1;CXCR2;PRF1;MNDA;CD300C
regulation of MAPK cascade (GO:0043408)	19/166	0.000850085170073259	0.0192000128221642	19	0.114457831325301	MYOC;CAV2;DUSP1;CAV1;PDGFB;ADRB2;CX3CL1;LILRA5;TGFBR3;BMP2;IL6;RRAS;GPER1;TEK;CCN1;ROS1;JCAD;FGFR2;HLA-DRB1
innate immune response (GO:0045087)	29/302	0.000860414097657723	0.0193103062676854	29	0.0960264900662252	CFD;FCN1;COLEC12;CX3CR1;FCN3;NCF2;PLA2G1B;CFP;AGER;TREM1;SIRPB1;DMBT1;S100A12;CAMP;FCER1G;SLC11A1;SFTPD;CYBB;HLA-E;FGR;HCK;MFAP4;TYROBP;SLPI;BTK;TLR8;PPARG;CLEC4E;TLR4
regulation of cholesterol storage (GO:0010885)	5/16	0.000939210783867648	0.0209461725760672	5	0.3125	MSR1;LPL;PPARG;ABCG1;CES1
regulation of protein kinase B signaling (GO:0051896)	22/207	0.000948200547270505	0.0210144946288826	22	0.106280193236715	SEMA5A;CX3CR1;KL;CSF3;RAMP3;MYOC;F10;ANGPT1;PDGFB;CX3CL1;RRAS;SFRP5;HYAL2;GPER1;CASS4;TEK;GAS6;FGFR4;FERMT2;FGFR2;ENG;HBEGF
positive regulation of biomineral tissue development (GO:0070169)	8/41	0.000958392030462137	0.0211084356522903	8	0.195121951219512	KL;BMP2;PKDCC;ALOX5;PTN;CCN1;GPM6B;BMP6
negative regulation of macromolecule metabolic process (GO:0010605)	21/194	0.000968810161346509	0.0211954647503623	21	0.108247422680412	ACVRL1;MSR1;SPI1;CITED2;PDGFB;PLA2G3;PCSK9;GATA2;UPK3B;KLF4;NR0B2;APLN;CLDN5;BMP2;GPER1;ATOH8;MYADM;CD34;LDLR;ENG;RBMS3
cardiac muscle tissue morphogenesis (GO:0055008)	7/32	0.000974298013059518	0.0211954647503623	7	0.21875	TGFBR3;BMP2;TNNC1;ANKRD1;S1PR1;FGFR2;ENG
cholesterol transport (GO:0030301)	9/51	0.00100395898900141	0.0214460155120421	9	0.176470588235294	MSR1;CAV1;APOC1;CD36;ABCA8;CLU;LDLR;ABCG1;CES1
positive regulation of actin filament bundle assembly (GO:0032233)	9/51	0.00100395898900141	0.0214460155120421	9	0.176470588235294	RGCC;ARHGEF15;MYOC;LIMCH1;CCN2;SYNPO;SORBS3;CX3CL1;FERMT2
regulation of epithelial cell migration (GO:0010632)	9/51	0.00100395898900141	0.0214460155120421	9	0.176470588235294	BMPER;GLIPR2;HYAL1;PRKCE;RHOJ;CTSH;EMP2;PTN;SASH1
positive regulation of protein secretion (GO:0050714)	11/72	0.00101465258429314	0.0215446590652904	11	0.152777777777778	UNC13B;HCAR2;RBP4;PLA2G1B;GPER1;ANKRD1;APBB1;TLR4;MYH10;ABCG1;BMP6
nitrogen compound transport (GO:0071705)	17/143	0.00102255486064742	0.0215832115229508	17	0.118881118881119	ARRDC4;SLC22A3;EDN1;RAMP2;SLC15A2;CALCRL;RAMP3;SLC11A1;AQP9;HBB;AQP1;SLC6A4;SLC7A7;PDPN;SLC15A3;VAMP2;ABCG2
negative regulation of cytokine production (GO:0001818)	20/182	0.00105058159868648	0.0220435641949245	20	0.10989010989011	PTGER4;SLC11A1;SFTPD;ARRB1;KLF4;AGER;CX3CL1;VSIR;LILRA5;ZFP36;IL6;TYROBP;RGCC;FFAR4;TLR8;VSIG4;GAS6;CD34;TLR4;HLA-DRB1
positive regulation of intracellular signal transduction (GO:1902533)	45/546	0.00112380994552695	0.0234413533343446	45	0.0824175824175824	SEMA5A;CX3CR1;CSF3;RAMP3;RTKN2;PDGFB;ADRB2;AGER;CX3CL1;LILRA5;OASL;GPER1;FFAR4;S100A12;APOL3;SASH1;KL;MYOC;F10;VWF;ANGPT1;CAV2;CAV1;SCTR;DCN;SELP;FGR;BMP2;IL6;CASS4;S100A4;CARD16;NUPR1;TEK;GAS6;FGFR4;HCST;TLR4;FERMT2;HLA-DRB1;S100A8;JCAD;FGFR2;ENG;HBEGF
regulation of chemokine production (GO:0032642)	8/42	0.00113162215311091	0.0234662699118789	8	0.19047619047619	EGR1;IL33;IL6;LPL;ACKR1;AGER;ALOX15B;TLR4
ameboidal-type cell migration (GO:0001667)	9/52	0.00115992654804319	0.0239133694148904	9	0.173076923076923	SEMA5A;PDLIM1;SEMA6A;SEMA6D;SEMA3B;SEMA3G;GPC3;RADIL;AMOTL1
cellular response to oxygen-containing compound (GO:1901701)	30/323	0.00120557295472976	0.0241157361868881	30	0.0928792569659443	CX3CR1;PID1;SPAAR;RAMP3;INSIG1;AQP9;PDGFB;LPL;CXCL3;CXCL2;AQP1;ZFP36;GPER1;PDK4;ANKRD1;SLIT2;EGR1;DAPK1;FZD4;WNT3A;PPBP;FOS;WNT9A;SSTR1;IL6;NR4A3;CARD16;TLR4;FOLR1;CFTR
cellular response to growth factor stimulus (GO:0071363)	18/158	0.00121335969001388	0.0241157361868881	18	0.113924050632911	ACVRL1;RAMP2;SEMA6A;PDGFB;SMAD9;WNT7A;NDNF;KLF4;BMP6;TGFBR2;TMEM100;NR4A1;ZFP36;BMP2;CLEC3B;HYAL1;HYAL2;ANKRD1
caveola assembly (GO:0070836)	3/5	0.00123094987304759	0.0241157361868881	3	0.6	CAV2;CAV1;EMP2
lipid transport across blood-brain barrier (GO:1990379)	3/5	0.00123094987304759	0.0241157361868881	3	0.6	FABP5;CD36;MFSD2A
negative regulation of blood coagulation, intrinsic pathway (GO:2000267)	3/5	0.00123094987304759	0.0241157361868881	3	0.6	F8;SERPING1;A2M
positive regulation of AMPA receptor activity (GO:2000969)	3/5	0.00123094987304759	0.0241157361868881	3	0.6	ARC;ADRB2;SHANK3
regulation of blood coagulation, intrinsic pathway (GO:2000266)	3/5	0.00123094987304759	0.0241157361868881	3	0.6	F8;SERPING1;A2M
regulation of hippocampal neuron apoptotic process (GO:0110089)	3/5	0.00123094987304759	0.0241157361868881	3	0.6	CX3CR1;TYROBP;CX3CL1
regulation of microglial cell mediated cytotoxicity (GO:1904149)	3/5	0.00123094987304759	0.0241157361868881	3	0.6	CX3CR1;SPI1;TYROBP
regulation of steroid biosynthetic process (GO:0050810)	5/17	0.00127494906657333	0.0247834747897018	5	0.294117647058824	EGR1;BMP2;FGFR4;BMP5;CES1
regulation of stress fiber assembly (GO:0051492)	11/74	0.0012790118123281	0.0247834747897018	11	0.148648648648649	PTGER4;RGCC;ARHGEF15;MYOC;LIMCH1;DLC1;CCN2;ARHGAP6;SORBS3;CGNL1;FERMT2
positive regulation of cold-induced thermogenesis (GO:0120162)	13/97	0.00129932507402058	0.0250402538721576	13	0.134020618556701	EPAS1;CAV1;TRPV2;ADRB1;ADRB2;PLAC8;FABP4;ACADL;FABP5;SCD;LEPR;FFAR4;CD36
heart morphogenesis (GO:0003007)	9/53	0.00133489157103418	0.0253517815177198	9	0.169811320754717	ACVRL1;TGFBR3;BMP2;SOX17;DLC1;ANKRD1;TBX3;ENG;TBX2
positive regulation of phagocytosis (GO:0050766)	9/53	0.00133489157103418	0.0253517815177198	9	0.169811320754717	FCER1G;SLC11A1;SFTPD;FPR2;GAS6;GATA2;CD300LF;SIRPB1;C2
positive regulation of cell population proliferation (GO:0008284)	40/474	0.00133931418031729	0.0253517815177198	40	0.0843881856540084	CSF3;VIPR1;PID1;PLA2G1B;RTKN2;C5AR1;PDGFB;PTN;CX3CL1;AQP1;CCND2;GRK5;HYAL1;GPER1;CXCR2;CTSH;CCN1;EDN1;WNT3A;TNFSF13;EMP2;VEGFD;LIFR;TBX3;BMP6;TBX2;BMP5;TGFBR2;TGFBR3;CLDN5;HCK;BMP2;IL6;NR4A3;GAS6;FGFR4;IL7R;NES;FGFR2;HBEGF
outflow tract septum morphogenesis (GO:0003148)	6/25	0.00134408768339857	0.0253517815177198	6	0.24	GATA6;SMAD6;FGFR2;TBX2;TGFBR2;ENG
positive regulation of endothelial cell migration (GO:0010595)	12/86	0.00138213206599922	0.0257949489791223	12	0.13953488372093	SEMA5A;ANGPT4;EDN1;RRAS;ANGPT1;ANXA3;ATOH8;PDGFB;TEK;PLPP3;GATA2;SASH1
transport across blood-brain barrier (GO:0150104)	12/86	0.00138213206599922	0.0257949489791223	12	0.13953488372093	SLC22A3;SLC15A2;ATP8A1;KCNJ8;FABP5;SLCO2B1;SLC1A1;LEPR;CD36;AGER;MFSD2A;ABCG2
striated muscle tissue development (GO:0014706)	7/34	0.00142454428286687	0.0264008271028084	7	0.205882352941176	RBP4;CAV1;PGM5;MYOZ1;SGCG;BMP5;TBX2
positive regulation of defense response (GO:0031349)	13/98	0.00142948640827389	0.0264008271028084	13	0.13265306122449	PTGER4;CEBPA;IL33;LPL;FPR2;CX3CL1;LILRA5;HYAL2;AGTR1;S100A12;TLR8;TLR4;S100A8
regulation of cytosolic calcium ion concentration (GO:0051480)	17/148	0.00149706991772368	0.0274980445324172	17	0.114864864864865	CX3CR1;PTGER4;CD52;EDN1;TMEM178A;CAV2;CAV1;C5AR1;FPR1;FPR2;GPER1;CCRL2;CXCR2;AGTR1;ACKR4;CD36;S1PR4
positive regulation of protein kinase B signaling (GO:0051897)	18/161	0.0015044051436235	0.0274980445324172	18	0.111801242236025	SEMA5A;CX3CR1;KL;CSF3;RAMP3;MYOC;ANGPT1;F10;PDGFB;CX3CL1;CASS4;TEK;FGFR4;GAS6;FERMT2;FGFR2;ENG;HBEGF
positive regulation of cell-matrix adhesion (GO:0001954)	8/44	0.00155264396663902	0.0282342333625742	8	0.181818181818182	RRAS;MYOC;EMP2;CD36;TEK;UTRN;CX3CL1;FERMT2
organic substance transport (GO:0071702)	16/136	0.00158430112487996	0.028609093128741	16	0.117647058823529	ARRDC4;SLC22A3;RAMP2;CALCRL;RAMP3;ATP8A1;ABCA3;AQP9;ABCA8;SLC6A4;SLCO2B1;SLCO2A1;ABCG1;VAMP2;MFSD2A;ABCG2
actomyosin structure organization (GO:0031032)	11/76	0.00159746205287386	0.028609093128741	11	0.144736842105263	TMOD1;FRMD3;PDLIM1;LMOD1;ANKRD1;ARRB1;PGM5;PHACTR1;SORBS1;MYOZ1;MYH10
regulation of BMP signaling pathway (GO:0030510)	11/76	0.00159746205287386	0.028609093128741	11	0.144736842105263	ACVRL1;CDH5;BMP2;BMPER;CRIM1;SOSTDC1;SMAD9;PPARG;CCN1;SMAD6;ENG
