genes	ensembl_id	logFoldChange	pvalue	pvalue_adj	direction
FGL1	ENSG00000104760	1.35068270014466	4.18672440499625e-07	4.43871389154765e-07	UP
KCNN4	ENSG00000104783	2.58790930060715	1.87285740543352e-19	7.88571539129902e-19	UP
RNASEH2A	ENSG00000104889	1.09102331044463	1.99800481463464e-14	3.73531571966748e-14	UP
CD37	ENSG00000104894	-1.02661290783649	5.65948855220374e-10	7.21528420998087e-10	DOWN
RETN	ENSG00000104918	-3.00311713081491	4.47762280565794e-21	2.60516235965553e-20	DOWN
IL4I1	ENSG00000104951	1.37928734551158	8.43945511563541e-13	1.31204484388826e-12	UP
NOVA2	ENSG00000104967	-1.10293137116729	7.15706023606518e-21	4.01799872901905e-20	DOWN
ASF1B	ENSG00000105011	1.73640941967294	6.89677511030287e-19	2.60665515979951e-18	UP
TNNT1	ENSG00000105048	1.50098457982192	1.76699283816521e-07	1.9124161495362e-07	UP
EPHX3	ENSG00000105131	1.5058197728924	6.11584722299009e-16	1.36698797067997e-15	UP
CCNE1	ENSG00000105173	1.48877037351385	4.719785292118e-17	1.26387555939562e-16	UP
CNTD2	ENSG00000105219	1.04325428478649	1.65909454035618e-08	1.91319010059091e-08	UP
GPI	ENSG00000105220	1.13502510452609	8.49122383182143e-20	3.90962823911203e-19	UP
PRX	ENSG00000105227	-2.82422639127962	2.41209937586766e-27	7.12497046410138e-26	DOWN
DENND3	ENSG00000105339	-1.54297394184815	4.53605279258797e-22	3.48368854470756e-21	DOWN
CD79A	ENSG00000105369	1.70419048812091	9.25680647292389e-11	1.24898583471637e-10	UP
NKG7	ENSG00000105374	-1.25869542905733	1.50216311256234e-08	1.73326512987962e-08	DOWN
CEACAM5	ENSG00000105388	2.7372118729308	6.72478585426368e-09	7.92122014735354e-09	UP
CNFN	ENSG00000105427	1.30125840796199	3.55630619289574e-13	5.74273161510498e-13	UP
CAPS	ENSG00000105519	-1.15754693068728	4.38489936405461e-06	4.48057838157789e-06	DOWN
RASIP1	ENSG00000105538	-1.85430602385171	1.70329613336541e-25	2.91993622862641e-24	DOWN
COMP	ENSG00000105664	2.03593770512654	1.01445353207865e-10	1.36684265374808e-10	UP
TMEM59L	ENSG00000105696	1.33872600320401	1.90717220194792e-07	2.06064751138999e-07	UP
LSR	ENSG00000105699	1.14096385305443	8.45906720583498e-17	2.13141850855684e-16	UP
TFPI2	ENSG00000105825	1.47290438699953	4.26601133294477e-05	4.30638367994425e-05	UP
PTN	ENSG00000105894	-1.05499801621889	6.65619465155519e-05	6.70156986417723e-05	DOWN
CAV2	ENSG00000105971	-2.25088854966439	1.52457084972262e-25	2.63709552384454e-24	DOWN
CAV1	ENSG00000105974	-3.59571179180033	1.7471561093078e-28	7.29247767363256e-27	DOWN
HOXA5	ENSG00000106004	-1.1724122752196	3.57536250933577e-13	5.7686521159031e-13	DOWN
TSPAN12	ENSG00000106025	-1.39690113864799	3.39577080336583e-16	7.88141338056766e-16	DOWN
CPED1	ENSG00000106034	-1.29900052036652	4.42579699663754e-20	2.12438255838602e-19	DOWN
ABHD11	ENSG00000106077	1.04776236279819	2.64939612403553e-12	3.96480168211084e-12	UP
STX1A	ENSG00000106089	1.65615074497088	2.53896444027363e-18	8.31879134014567e-18	UP
GARS	ENSG00000106105	1.09421690106575	7.58971518278114e-19	2.82238965743242e-18	UP
CCL24	ENSG00000106178	-1.35420563701721	2.3252411217997e-08	2.64953291029996e-08	DOWN
NPTX2	ENSG00000106236	1.08589302951271	6.39926691747424e-06	6.50772906861787e-06	UP
AP1S1	ENSG00000106367	1.12646995778732	5.24080485667396e-19	2.03279703531596e-18	UP
EZH2	ENSG00000106462	1.46996926227981	4.69971761166733e-17	1.26025947128509e-16	UP
SFRP4	ENSG00000106483	1.2485221915181	3.82748494850363e-06	3.91516840763291e-06	UP
MEST	ENSG00000106484	1.22228434481322	2.37015632070427e-13	3.91963835982102e-13	UP
AGR2	ENSG00000106541	1.57705547642971	1.56671334294498e-06	1.62248630984594e-06	UP
LIMK1	ENSG00000106683	1.16739052430584	3.73171314409438e-16	8.61164571714088e-16	UP
SLC1A1	ENSG00000106688	-2.0992682159253	1.42269684305915e-19	6.09727218453922e-19	DOWN
OGN	ENSG00000106809	-1.69644177577846	1.74743734674896e-16	4.20963576632121e-16	DOWN
ENG	ENSG00000106991	-1.43689509072704	2.39850317092827e-15	4.97313832417094e-15	DOWN
AK1	ENSG00000106992	-1.39003027034427	2.22506507887903e-18	7.40402937859226e-18	DOWN
CA9	ENSG00000107159	2.29605478742473	4.46111021015845e-11	6.1843549483785e-11	UP
PIP5K1B	ENSG00000107242	-1.6129108212711	2.09385422897988e-19	8.73956547748125e-19	DOWN
PTGDS	ENSG00000107317	-1.7993136803147	5.27812114797367e-13	8.40270364653143e-13	DOWN
PDLIM1	ENSG00000107438	-1.00397403478081	7.28694232710065e-14	1.26729431775663e-13	DOWN
VSIR	ENSG00000107738	-1.40545792513874	6.57885235903253e-18	2.01136887409912e-17	DOWN
SPOCK2	ENSG00000107742	-3.29354345135213	3.46088129174515e-28	1.27786386156744e-26	DOWN
NPM3	ENSG00000107833	1.4711083793887	3.2010645155623e-21	1.95112503805702e-20	UP
UBE2S	ENSG00000108106	1.20640615265447	1.27307728715241e-11	1.8323151359315e-11	UP
DNAJC12	ENSG00000108176	1.67230583010106	3.19863477969784e-13	5.20897266922804e-13	UP
PPIF	ENSG00000108179	1.08003534907259	3.37356636120926e-19	1.34662108389226e-18	UP
CSF3	ENSG00000108342	-2.16932090278781	1.62501852541186e-10	2.16068945207117e-10	DOWN
RGS9	ENSG00000108370	-1.01671872172061	6.37866723617705e-17	1.65724507353991e-16	DOWN
SLC6A4	ENSG00000108576	-3.89096872708855	2.80776254259919e-25	4.64733110499176e-24	DOWN
CPD	ENSG00000108582	1.22083702443655	4.48836453126631e-11	6.21380014500055e-11	UP
ICAM2	ENSG00000108622	-1.07356177612142	1.42608615583481e-17	4.11742168301177e-17	DOWN
KAT2A	ENSG00000108773	1.09668979277331	8.68918831546657e-18	2.59056546051177e-17	UP
COL1A1	ENSG00000108821	3.15976565324988	5.56610112005515e-16	1.25433264677299e-15	UP
SGCA	ENSG00000108823	-1.39225823925258	1.42172293371565e-20	7.45821866867224e-20	DOWN
LRRC59	ENSG00000108829	1.05316829578823	3.47473743738092e-22	2.76825555177235e-21	UP
ABCC3	ENSG00000108846	1.86795833980647	3.9136441327287e-18	1.2420159892296e-17	UP
HLF	ENSG00000108924	-1.58193581367528	2.27877056212975e-17	6.37790011558182e-17	DOWN
ODAM	ENSG00000109205	-1.19889356472708	1.08802819398958e-21	7.65206641926741e-21	DOWN
NMU	ENSG00000109255	1.50497587032538	2.04582234807489e-11	2.90530984341997e-11	UP
WFS1	ENSG00000109501	-1.55813925863438	1.25412723093554e-19	5.48502114668845e-19	DOWN
GALNT7	ENSG00000109586	1.51814236969081	6.55881158873721e-20	3.08649957117045e-19	UP
SOD3	ENSG00000109610	-1.2285905967698	3.53004662072312e-10	4.5826163027643e-10	DOWN
TRIM2	ENSG00000109654	1.03851245181165	7.4865940484277e-10	9.43192950983017e-10	UP
NEIL3	ENSG00000109674	1.00210827494211	2.71007353288594e-13	4.46255676084134e-13	UP
SNX25	ENSG00000109762	-1.25173780929356	8.23718659887313e-16	1.80954213613689e-15	DOWN
NCAPG	ENSG00000109805	1.51044757940392	3.03714270196244e-16	7.11135852166815e-16	UP
UGDH	ENSG00000109814	1.33273077090099	3.18102526598929e-13	5.18909813993155e-13	UP
CRYAB	ENSG00000109846	-1.77581624502245	4.16940962878999e-23	4.32717107420366e-22	DOWN
ZBTB16	ENSG00000109906	-1.2961415938617	2.52431525559551e-18	8.28493212092886e-18	DOWN
FOLR1	ENSG00000110195	-1.98830358041517	7.11527919040345e-08	7.86037747156192e-08	DOWN
FOLR3	ENSG00000110203	-1.4913024245987	2.02170909752755e-18	6.77431320637505e-18	DOWN
GALNT18	ENSG00000110328	-1.43446688845437	8.51321858906175e-21	4.65680333076882e-20	DOWN
NECTIN1	ENSG00000110400	1.21011389765708	3.19805096664595e-13	5.20897266922804e-13	UP
SLC15A3	ENSG00000110446	-1.23913317057824	2.2513709321421e-14	4.1926597378398e-14	DOWN
MDK	ENSG00000110492	2.56073775621267	2.6664298754979e-22	2.18783989784443e-21	UP
SLC35F2	ENSG00000110660	1.71703728413165	2.55752520072163e-22	2.10748857741868e-21	UP
POU2AF1	ENSG00000110777	1.07542094040275	1.60533465023641e-09	1.97200417687391e-09	UP
VWF	ENSG00000110799	-1.98566372981488	3.26863935405137e-16	7.60701522397411e-16	DOWN
SELPLG	ENSG00000110876	-1.32580602022106	1.98537005346589e-14	3.71531238075487e-14	DOWN
IL23A	ENSG00000110944	1.03826041309425	2.80087172199367e-08	3.17079817584189e-08	UP
CYP27B1	ENSG00000111012	1.05309152111729	1.09543690678199e-12	1.68934848274813e-12	UP
LIN7A	ENSG00000111052	-1.49573831788311	5.12419486238273e-25	7.68629229357409e-24	DOWN
ACSS3	ENSG00000111058	-1.01007120187274	3.66816209543916e-21	2.2008972572635e-20	DOWN
TNS2	ENSG00000111077	-1.43023886883211	7.83289767948111e-21	4.34657905913403e-20	DOWN
FOXM1	ENSG00000111206	1.94562720701569	7.24036925375484e-17	1.85600920790511e-16	UP
RAD51AP1	ENSG00000111247	1.1878154019119	2.73713779222391e-14	5.01939308602666e-14	UP
ALDH2	ENSG00000111275	-1.5196358459135	2.34726354271521e-17	6.53151594494668e-17	DOWN
MGP	ENSG00000111341	-1.12565420708481	7.34200067681481e-10	9.26800874390824e-10	DOWN
RASAL1	ENSG00000111344	1.14195088640636	1.66707095507654e-18	5.7054834826149e-18	UP
C12orf49	ENSG00000111412	-1.14055285606403	7.6635739395653e-17	1.94888237933316e-16	DOWN
ADGRD1	ENSG00000111452	-1.414150827304	5.77459265849777e-17	1.51258088735549e-16	DOWN
TIMELESS	ENSG00000111602	1.29636954137076	3.08946126245869e-16	7.22504948102398e-16	UP
GAPDH	ENSG00000111640	1.60379165878289	1.09076262339599e-18	3.86395615667953e-18	UP
CDCA3	ENSG00000111665	1.0624685732149	6.12346261549797e-16	1.36709863043676e-15	UP
TPI1	ENSG00000111669	1.08649619285239	6.80272201709311e-18	2.06338487722255e-17	UP
RSPH4A	ENSG00000111834	-1.22768522022275	1.86950798208054e-08	2.14295840334008e-08	DOWN
NEDD9	ENSG00000111859	-1.46221968712994	5.41551288303686e-16	1.22470962725922e-15	DOWN
ADTRP	ENSG00000111863	-1.36583223443678	3.32323606604165e-18	1.06214694460527e-17	DOWN
FAM184A	ENSG00000111879	-1.06033142583946	1.65677811679007e-15	3.5227175905171e-15	DOWN
SASH1	ENSG00000111961	-1.42156302996175	7.29655122065989e-22	5.40902638751621e-21	DOWN
PHACTR1	ENSG00000112137	-1.63110569684477	3.82934398102985e-25	5.97751255575392e-24	DOWN
CD83	ENSG00000112149	-1.4577422266767	7.72868825781685e-14	1.33900072238028e-13	DOWN
BMP5	ENSG00000112175	-1.17108233333793	5.33155561088279e-11	7.33279854791902e-11	DOWN
FHL5	ENSG00000112214	-1.83174898911386	3.07211397849445e-24	3.75698015204417e-23	DOWN
KHDRBS2	ENSG00000112232	-1.35291210017894	1.34326983543779e-22	1.21654626605686e-21	DOWN
E2F3	ENSG00000112242	1.22454364352605	2.92440293306089e-17	8.02121947353845e-17	UP
GMNN	ENSG00000112312	1.0918301995541	8.70099962987984e-15	1.68746659488579e-14	UP
PERP	ENSG00000112378	1.08532957388889	3.72530704841609e-11	5.19432791064553e-11	UP
MDFI	ENSG00000112559	1.1077572816924	3.34683060013948e-08	3.77107673255153e-08	UP
BYSL	ENSG00000112578	1.0629946712864	7.52488176184056e-17	1.91615026296205e-16	UP
GMDS	ENSG00000112699	1.1170793746289	4.77373103591482e-14	8.4709460156714e-14	UP
TTK	ENSG00000112742	1.32631163291883	3.23298509426214e-15	6.64596507599926e-15	UP
CLIC5	ENSG00000112782	-3.61472878318597	2.65187729507373e-30	2.71010707882232e-28	DOWN
LY86	ENSG00000112799	-1.20026623683187	8.19339017773857e-12	1.18816534299532e-11	DOWN
SEMA5A	ENSG00000112902	-1.81971232387776	2.80014073716596e-20	1.41109454471356e-19	DOWN
C7	ENSG00000112936	-1.95727010228559	7.26234315085028e-13	1.13455645643877e-12	DOWN
DAP	ENSG00000112977	1.00802105266052	1.0957580271778e-15	2.37992693685677e-15	UP
KIF20A	ENSG00000112984	1.89861907736782	2.70760883555329e-21	1.68239772306224e-20	UP
HBEGF	ENSG00000113070	-2.09503676326198	1.6796426335601e-18	5.73828088333698e-18	DOWN
LMNB1	ENSG00000113368	1.63717264174607	4.86346254649085e-17	1.29872713341619e-16	UP
NPR3	ENSG00000113389	-1.17652633173842	1.35060427848968e-11	1.93519419007476e-11	DOWN
PCDH12	ENSG00000113555	-1.12524650002356	4.11347347038536e-13	6.61463070614732e-13	DOWN
NUP155	ENSG00000113569	1.09769426145352	2.80580942015853e-16	6.60190451802008e-16	UP
LIFR	ENSG00000113594	-1.57504114441971	1.57356543018847e-16	3.82920865140921e-16	DOWN
DBN1	ENSG00000113758	1.2134458043096	1.73151616064322e-11	2.46808539601707e-11	UP
HGD	ENSG00000113924	1.26623830957907	1.89610724243079e-07	2.04984566749275e-07	UP
RBP2	ENSG00000114113	-1.61535944537503	4.22034894790862e-18	1.3261980327307e-17	DOWN
BCHE	ENSG00000114200	-1.6057028777901	8.51681559310271e-22	6.10159923087955e-21	DOWN
ECT2	ENSG00000114346	1.71428757205697	1.10673357280159e-18	3.91331208062442e-18	UP
HYAL1	ENSG00000114378	-2.24854418709825	7.22024621398087e-19	2.7128909453705e-18	DOWN
IFT57	ENSG00000114446	-1.08808017503365	2.16915075343867e-12	3.26136996601586e-12	DOWN
PODXL2	ENSG00000114631	2.28133559174877	1.90636690936785e-16	4.56387090521979e-16	UP
EFCC1	ENSG00000114654	-2.03458188200608	1.45388081036866e-28	6.20322479090628e-27	DOWN
MRPL3	ENSG00000114686	1.11031379218973	9.5902210823188e-26	1.80521808608354e-24	UP
PLSCR4	ENSG00000114698	-1.09984156466185	2.37623915650901e-15	4.93230181675384e-15	DOWN
AADAC	ENSG00000114771	-1.64291503845899	1.27922180456684e-11	1.83977967398376e-11	DOWN
ARHGEF26	ENSG00000114790	-2.34263867606022	5.70699855895934e-26	1.17811589722401e-24	DOWN
VIPR1	ENSG00000114812	-2.64154013155747	3.10157574216578e-22	2.48126059373262e-21	DOWN
TNNC1	ENSG00000114854	-3.89618212260831	6.57822158595564e-32	1.4033539383372e-29	DOWN
CCL20	ENSG00000115009	1.08019216848882	0.00165652888135419	0.00165825623159543	UP
CENPA	ENSG00000115163	1.54868241643762	7.28750853977892e-17	1.86064047824143e-16	UP
FNDC4	ENSG00000115226	1.25642125907274	4.60695404529067e-12	6.79888683086709e-12	UP
REEP6	ENSG00000115255	1.19947234070632	8.57856436129663e-10	1.07232054516208e-09	UP
SPTBN1	ENSG00000115306	-1.4692194874096	6.27527263381135e-19	2.38584622909263e-18	DOWN
ACADL	ENSG00000115361	-2.25396864158305	1.38905362789156e-31	2.42452996868346e-29	DOWN
EFEMP1	ENSG00000115380	-1.72286088213172	6.33460493021803e-15	1.24871062279452e-14	DOWN
HSPE1	ENSG00000115541	1.09414440050013	3.94524537651751e-19	1.555415014972e-18	UP
IL1RL1	ENSG00000115602	-1.83287067331148	2.49454099505387e-11	3.52429632855293e-11	DOWN
FHL2	ENSG00000115641	2.09073922800919	2.60533941055019e-20	1.32416895170232e-19	UP
HPCAL1	ENSG00000115756	-1.04291142972747	2.26127019709035e-15	4.71917258523203e-15	DOWN
QPCT	ENSG00000115828	1.60763454931869	1.10122778858945e-11	1.59213656181607e-11	UP
EPAS1	ENSG00000116016	-2.55456061218184	1.10825692696421e-27	3.73307596451103e-26	DOWN
BCL9	ENSG00000116128	1.11091399763451	3.45339153872973e-14	6.26110647248449e-14	UP
DHCR24	ENSG00000116133	-1.04806439393556	4.63186646431595e-14	8.2420608076799e-14	DOWN
RALGPS2	ENSG00000116191	1.27038991385859	1.02055204542102e-18	3.64211882380735e-18	UP
ANGPTL1	ENSG00000116194	-1.44376202226324	2.03132466244693e-20	1.04842563223067e-19	DOWN
C1orf21	ENSG00000116667	-1.03287838510816	1.85470589755795e-14	3.48779169766039e-14	DOWN
LEPR	ENSG00000116678	-1.37738823644115	8.12520612479924e-20	3.75913150834086e-19	DOWN
PRG4	ENSG00000116690	-1.81393652970061	2.31840218570196e-11	3.28027427895929e-11	DOWN
NCF2	ENSG00000116701	-1.37834491369856	3.68433597660961e-15	7.52545220754303e-15	DOWN
PLA2G4A	ENSG00000116711	1.46939761906885	2.59464881449563e-09	3.13908363190398e-09	UP
ST6GALNAC5	ENSG00000117069	-1.40096485224849	3.58075878018445e-13	5.77250785722431e-13	DOWN
ADGRL2	ENSG00000117114	-1.33979166399394	2.0858120785621e-13	3.47032858824891e-13	DOWN
MFAP2	ENSG00000117122	1.42639482310543	6.28949705698036e-12	9.16224153975895e-12	UP
KDM5B	ENSG00000117139	1.03970966993558	1.24805831602587e-18	4.36479411069158e-18	UP
ID3	ENSG00000117318	-1.07541030292202	2.68213230430116e-11	3.7726696148412e-11	DOWN
SLC2A1	ENSG00000117394	2.94584310617469	1.01408689496173e-20	5.42506829279722e-20	UP
CDC20	ENSG00000117399	2.75369615129323	1.94656983363974e-21	1.26263989209064e-20	UP
B4GALT2	ENSG00000117411	1.13178760937162	7.45394339231791e-19	2.784352395574e-18	UP
DARS2	ENSG00000117593	1.1130259307021	2.90676462370598e-18	9.41144701098731e-18	UP
NEK2	ENSG00000117650	1.92716018904508	1.24610733411246e-17	3.62503951741806e-17	UP
CENPF	ENSG00000117724	1.8908949477623	8.23720475070705e-17	2.0782435113479e-16	UP
MARC2	ENSG00000117791	-1.34499776503554	7.5998721504821e-19	2.82238965743242e-18	DOWN
SLC5A9	ENSG00000117834	-1.37766344408461	2.58447042471729e-20	1.31972957857904e-19	DOWN
MUC5B	ENSG00000117983	1.82587683097471	2.75971264304938e-06	2.8335017511523e-06	UP
KIF14	ENSG00000118193	1.13061039617792	2.07173609892384e-14	3.86939037931302e-14	UP
FILIP1	ENSG00000118407	-1.13513329112913	1.47820513559447e-15	3.16405112635605e-15	DOWN
CCN2	ENSG00000118523	-1.04132356439341	1.01579394652595e-07	1.11256382049619e-07	DOWN
TCF21	ENSG00000118526	-2.35368757064064	1.16927204389968e-30	1.33394350954334e-28	DOWN
CASQ2	ENSG00000118729	-1.0787251576866	3.82829474386684e-15	7.80289374546108e-15	DOWN
ABCG2	ENSG00000118777	-1.10893447840933	3.13684927401456e-18	1.00883594742177e-17	DOWN
SPP1	ENSG00000118785	4.41334249456231	1.30739224586212e-21	9.02947162609812e-21	UP
PCDH17	ENSG00000118946	-1.06005199606194	1.2685997415077e-12	1.94235367120797e-12	DOWN
CCND2	ENSG00000118971	-1.02108129671144	7.8112673625885e-13	1.21832927182534e-12	DOWN
KLF9	ENSG00000119138	-1.21882513718804	1.83803458428523e-18	6.21307465110499e-18	DOWN
C2orf40	ENSG00000119147	-1.90684272056272	3.01793225355628e-20	1.50504673424105e-19	DOWN
C1orf198	ENSG00000119280	-1.09982019112699	1.30165493808586e-16	3.20818675369043e-16	DOWN
CTNNAL1	ENSG00000119326	-1.13219745060757	3.20527473846535e-13	5.2153622863165e-13	DOWN
SLC46A2	ENSG00000119457	-2.01981258885682	3.25061760865106e-19	1.30842469782181e-18	DOWN
NR4A3	ENSG00000119508	-1.45153164594718	8.18406438870802e-10	1.02434182700909e-09	DOWN
CSF3R	ENSG00000119535	-1.57606830641573	5.59843765685729e-14	9.85242924029881e-14	DOWN
LGALSL	ENSG00000119862	-1.46631542908462	7.62222443815052e-18	2.29024584057105e-17	DOWN
EPCAM	ENSG00000119888	1.44352986115321	9.73317384297621e-26	1.81433920179751e-24	UP
SFRP5	ENSG00000120057	-1.35302267981221	5.60075235519668e-11	7.69202040198686e-11	DOWN
DUSP1	ENSG00000120129	-1.36899712623344	6.21388436166264e-10	7.88543157593673e-10	DOWN
TEK	ENSG00000120156	-2.52452627190094	4.46336338788011e-29	2.31612370398103e-27	DOWN
MYCT1	ENSG00000120279	-1.6623181073279	8.90533985897805e-25	1.24804762987138e-23	DOWN
KCNJ5	ENSG00000120457	-1.2136879805673	3.83454111436589e-14	6.91947268757755e-14	DOWN
SMAD9	ENSG00000120693	-1.17819290238804	1.06395659897617e-15	2.31609599777126e-15	DOWN
EGR1	ENSG00000120738	-1.4398419603967	1.47279443714172e-08	1.7004000717451e-08	DOWN
SOCS2	ENSG00000120833	-1.51581733988476	4.44633531940363e-14	7.93398123908454e-14	DOWN
DUSP4	ENSG00000120875	1.49952589100578	5.04841040004084e-10	6.47491514233694e-10	UP
CLU	ENSG00000120885	-1.14968664730738	1.88064823023078e-06	1.93922910958275e-06	DOWN
SORBS3	ENSG00000120896	-1.08589145109068	8.08026528156681e-14	1.39766750816291e-13	DOWN
PDLIM2	ENSG00000120913	-1.40259551357319	1.0733277812266e-24	1.48258225896049e-23	DOWN
TBX2	ENSG00000121068	-1.54017227878475	2.06147745723683e-19	8.62317367733051e-19	DOWN
TBX4	ENSG00000121075	-1.70762783981997	1.71018642552393e-21	1.13226135758826e-20	DOWN
NCAPH	ENSG00000121152	1.65759014008476	5.59250972666324e-18	1.72353429778386e-17	UP
MND1	ENSG00000121211	1.17046110882166	1.27571041832582e-16	3.14828278044419e-16	UP
PLBD1	ENSG00000121316	-1.10324746183148	1.5220270254819e-10	2.02796106101682e-10	DOWN
KCNJ8	ENSG00000121361	-1.06316666896312	5.98655707447848e-12	8.7474806567722e-12	DOWN
CSTA	ENSG00000121552	-1.06578563328359	4.46076089149782e-11	6.1843549483785e-11	DOWN
CRY2	ENSG00000121671	-1.04291254818221	3.79500395830464e-16	8.74718799513194e-16	DOWN
CAT	ENSG00000121691	-1.86953676173353	7.16886244171515e-25	1.05878583754562e-23	DOWN
CCRL2	ENSG00000121797	-1.18778215911914	4.41417726948674e-16	1.00655823722263e-15	DOWN
TMEM156	ENSG00000121895	1.0925122144159	6.54469599691195e-13	1.03082988630607e-12	UP
PAEP	ENSG00000122133	2.54114204984659	1.79445515857382e-09	2.19589158984176e-09	UP
CBX3	ENSG00000122565	1.09729727156211	8.83258258911446e-19	3.21184821422344e-18	UP
RAMP3	ENSG00000122679	-2.96301656713845	6.36153165615233e-26	1.28569902945394e-24	DOWN
GLIPR2	ENSG00000122694	-1.91076958924972	1.77606872720996e-23	1.95979997485237e-22	DOWN
SFTPA1	ENSG00000122852	-4.67543869668665	1.78144689884111e-15	3.77108935587093e-15	DOWN
PLAU	ENSG00000122861	2.37934939825789	1.04609787519059e-14	2.01051843880474e-14	UP
EGR2	ENSG00000122877	-1.30764542612068	5.12022797570067e-11	7.05225087040552e-11	DOWN
ZWINT	ENSG00000122952	1.99662516221279	9.41773073069179e-21	5.10792175223962e-20	UP
NECAB1	ENSG00000123119	-1.68265870873833	2.74121953571892e-26	5.8479350095337e-25	DOWN
PRDX4	ENSG00000123131	1.52298102565361	9.1393915078368e-22	6.49912285001728e-21	UP
ADGRE5	ENSG00000123146	-1.23774869540004	3.67289078093954e-14	6.64025451921273e-14	DOWN
SPRYD7	ENSG00000123178	-1.04739906038995	5.76785908015922e-26	1.17811589722401e-24	DOWN
NLN	ENSG00000123213	1.1378280281002	5.07959315958766e-22	3.88558520574037e-21	UP
ITIH5	ENSG00000123243	-1.485768472264	2.05521241861977e-23	2.25486162499997e-22	DOWN
MMP19	ENSG00000123342	-1.29311426238486	1.6690792254354e-13	2.80370263590198e-13	DOWN
NR4A1	ENSG00000123358	-1.88902959031796	5.74838022136285e-13	9.10634490512926e-13	DOWN
STIL	ENSG00000123473	1.12290021848201	5.97085251492623e-16	1.33925663886196e-15	UP
HJURP	ENSG00000123485	1.73163776781353	4.04594387226944e-17	1.0941143992616e-16	UP
COL10A1	ENSG00000123500	3.25286915907294	7.82271659970452e-21	4.34657905913403e-20	UP
LPGAT1	ENSG00000123684	1.08785229043888	6.08966729704582e-16	1.36424074791972e-15	UP
C4BPA	ENSG00000123838	-2.40289050698932	2.14359696418463e-11	3.04191143476311e-11	DOWN
CHPF	ENSG00000123989	1.23630817399315	2.57116201258764e-13	4.24109197952601e-13	UP
SLPI	ENSG00000124107	-2.23717209295165	7.36103368150411e-10	9.28592947995262e-10	DOWN
WFDC3	ENSG00000124116	1.26700523722485	1.45982277612206e-10	1.94778299524277e-10	UP
ARHGAP40	ENSG00000124143	1.31257136819465	2.31199895954928e-13	3.82675689856432e-13	UP
TOX2	ENSG00000124191	-1.031599092338	3.25083554719738e-11	4.55259245121733e-11	DOWN
C20orf85	ENSG00000124237	-2.49122850502235	2.63249534282414e-10	3.45717582641747e-10	DOWN
ATP8A1	ENSG00000124406	-1.05243283051597	4.48882333391446e-11	6.21380014500055e-11	DOWN
HIF3A	ENSG00000124440	-1.08490345025454	3.44053635939027e-12	5.10891709979066e-12	DOWN
LYPD3	ENSG00000124466	1.80025920849858	6.28316781452949e-13	9.91263944445079e-13	UP
UNC5CL	ENSG00000124602	1.38364769975042	7.45639942454978e-15	1.45638727315723e-14	UP
MOCS1	ENSG00000124615	-1.02948921055363	5.08906554817692e-17	1.35145309163204e-16	DOWN
SPDEF	ENSG00000124664	2.37870967567515	3.97194276594862e-15	8.06144831989572e-15	UP
TREM1	ENSG00000124731	-1.11353340672609	1.01177543299841e-07	1.10879499506675e-07	DOWN
SOX4	ENSG00000124766	1.65765023126919	8.06423128077269e-19	2.96048261167946e-18	UP
NRN1	ENSG00000124785	-1.68464542708332	3.32474121722795e-18	1.06214694460527e-17	DOWN
RPP40	ENSG00000124787	1.02477973374486	8.73115329261121e-20	4.0104818951707e-19	UP
RUNX2	ENSG00000124813	1.04263736833067	1.20436455031005e-14	2.29858840615834e-14	UP
MYRF	ENSG00000124920	-1.95378375931262	7.14698947406411e-17	1.83452136232662e-16	DOWN
AHNAK	ENSG00000124942	-1.75853517447264	5.34838146498112e-19	2.07034121225076e-18	DOWN
C17orf53	ENSG00000125319	1.07505856116357	6.66287379278127e-16	1.47892689966937e-15	UP
IL37	ENSG00000125571	1.22514709227815	2.7306080760709e-07	2.91913558243659e-07	UP
FOSB	ENSG00000125740	-3.08382478702622	1.09686515447311e-13	1.87032068968771e-13	DOWN
FOXA2	ENSG00000125798	-1.31092662420909	2.49765850869201e-09	3.02555478655436e-09	DOWN
CD93	ENSG00000125810	-1.69584507874073	2.26045109198742e-17	6.33586291476765e-17	DOWN
BMP2	ENSG00000125845	-1.67601749428852	3.06934496582543e-15	6.32990583714805e-15	DOWN
FLRT3	ENSG00000125848	-1.93428060592162	1.06194476270318e-15	2.31434045901261e-15	DOWN
LAMP5	ENSG00000125869	1.00834227147102	8.02598603844147e-10	1.00521155863063e-09	UP
LRRN4	ENSG00000125872	-1.40092458953233	1.03414693092879e-07	1.13201944548648e-07	DOWN
TMEM74B	ENSG00000125895	-1.08114125048067	1.98533412298606e-16	4.74109641310104e-16	DOWN
S1PR4	ENSG00000125910	-1.53950442693703	1.87768804364179e-19	7.88875501923904e-19	DOWN
ID1	ENSG00000125968	-1.25152189623232	5.8927339224001e-08	6.54369527530839e-08	DOWN
F10	ENSG00000126218	-1.18012914655422	4.24296484652373e-21	2.49892408138821e-20	DOWN
PDCD2L	ENSG00000126249	1.13807349024909	6.38766782194218e-22	4.82847331422401e-21	UP
HCST	ENSG00000126264	-1.02411071442086	7.66778754101854e-11	1.04043477588379e-10	DOWN
RRAS	ENSG00000126458	-1.4309347862822	1.76732009348143e-18	5.99514943371792e-18	DOWN
CFP	ENSG00000126759	-1.16632471378241	4.79319090661682e-24	5.66836394441506e-23	DOWN
